Column1,ID,Year,h,K,M,Y
612,21,182,3,20.34824,35.62093,82.46001
613,21,183,3,18.33463,51.35666,62.41826
614,21,184,3,20.86436,43.64899,86.44698
615,21,185,3,19.1605,89.00511,139.5051
616,21,186,3,50.32815,115.4587,227.3269
617,21,187,3,45.29534,195.7924,239.6415
618,21,188,3,71.51277,354.2936,270.2363
619,21,189,3,128.1884,441.3401,873.5522
620,21,190,3,117.983,488.8722,550.8049
621,21,191,3,127.5242,1004.136,2347.542
622,21,192,3,399.8454,751.1319,1640.411
623,21,193,3,359.8609,659.3021,1318.918
624,21,194,3,323.8748,440.6424,635.8828
625,21,195,3,291.4873,120.4929,239.9418
626,21,196,3,262.3386,119.1629,205.9797
627,21,197,3,236.1047,110.261,162.4366
628,21,198,3,212.4943,23.60281,42.47562
629,21,199,3,191.2448,61.19818,118.096
630,21,200,3,172.1203,50.29327,87.42341
631,22,171,3,58.12847,67.9546,103.7764
632,22,172,3,52.31562,95.22984,109.5342
633,22,173,3,47.08406,185.1655,248.0468
634,22,174,3,60.16625,108.5031,164.0066
635,22,175,3,54.14962,229.9014,467.0072
636,22,176,3,76.72319,183.336,242.2866
637,22,177,3,69.05087,47.16984,53.91594
638,22,178,3,62.14579,32.14978,79.26734
639,22,179,3,55.93121,36.91311,117.3018
640,22,180,3,50.33809,76.43321,97.5937
641,22,181,3,45.30428,47.64744,51.49141
642,22,182,3,40.77385,25.04126,44.16872
643,22,183,3,36.69646,47.93448,125.0167
644,22,184,3,33.02682,79.81759,117.0763
645,22,185,3,30.2706,176.4704,195.1783
646,22,186,3,105.2289,410.0465,656.0396
647,22,187,3,102.3269,275.4687,383.554
648,22,188,3,92.09418,177.4299,192.5163
649,22,189,3,82.88477,360.0063,635.8876
650,22,190,3,103.7385,290.7206,381.2079
651,22,191,3,93.36463,284.1595,597.497
652,22,192,3,84.45786,287.4585,463.5917
653,22,193,3,78.50914,488.3485,669.8787
654,22,194,3,232.9122,1368.535,1797.367
655,22,195,3,384.6364,1549.409,2795.585
656,22,196,3,346.1729,677.4236,886.2857
657,22,197,3,311.5555,429.9105,722.0934
658,22,198,3,280.4,732.1932,1422.707
659,22,199,3,252.36,491.4072,711.8364
660,22,200,3,227.124,414.1603,720.9516
661,23,171,2,46.86798,18.22915,20.64797
662,23,172,2,43.35288,54.97169,101.0489
663,23,173,2,40.10141,53.16843,73.86264
664,23,174,2,37.09381,75.66071,113.8337
665,23,175,2,36.43453,170.6207,515.91
666,23,176,2,183.6383,285.033,452.3134
667,23,177,2,169.8654,175.528,197.3018
668,23,178,2,157.1255,277.8777,457.4706
669,23,179,2,145.3411,322.3927,612.8982
670,23,180,2,135.3515,252.075,358.768
671,23,181,2,125.3709,369.364,559.9991
672,23,182,2,149.2453,458.4346,549.8646
673,23,183,2,175.9742,941.0595,969.6229
674,23,184,2,455.5817,1209.143,1194.116
675,23,185,2,423.1214,1771.027,2079.08
676,23,186,2,480.5292,543.7654,1043.482
677,23,187,2,444.4895,279.2128,641.5618
678,23,188,2,411.1528,314.9653,779.1722
679,23,189,2,380.3163,43.04624,91.89272
680,23,190,2,351.7926,31.46586,50.90647
681,23,191,2,325.4081,115.903,107.9834
682,23,192,2,301.0025,210.1696,318.8728
683,23,193,2,278.4273,410.8214,902.0379
684,23,194,2,257.5453,374.8965,479.326
685,23,195,2,238.2294,575.6123,849.4758
686,23,196,2,220.8697,206.9319,252.8137
687,23,197,2,204.3044,118.1703,153.8661
688,23,198,2,188.9816,220.1976,407.1104
689,23,199,2,174.808,242.5408,577.4403
690,23,200,2,161.6974,219.2954,330.6176
691,24,171,3,20.88896,34.33477,37.0362
692,24,172,3,18.80007,160.7019,262.4032
693,24,173,3,188.0567,1011.37,1527.926
694,24,174,3,307.4002,1684.35,2724.489
695,24,175,3,384.6361,1730.121,2003.426
696,24,176,3,368.2253,937.8128,1839.206
697,24,177,3,331.4028,905.2255,1147.822
698,24,178,3,298.2625,1818.22,2676.776
699,24,179,3,384.6366,1032.123,2086.211
700,24,180,3,346.1729,763.5349,1209.233
701,24,181,3,311.5557,503.9885,604.1303
702,24,182,3,280.4001,260.2068,322.1913
703,24,183,3,252.3601,183.7431,310.2802
704,24,184,3,227.1241,347.2383,746.5364
705,24,185,3,204.4117,1016.553,1747.378
706,24,186,3,264.7196,766.1643,1102.338
707,24,187,3,238.2476,1135.42,1236.942
708,24,188,3,262.0621,2417.45,4180.261
709,24,189,3,772.7631,2339.808,3125.594
710,24,190,3,695.4868,2436.391,2556.214
711,24,191,3,625.9381,1399.115,2003.653
712,24,192,3,563.3443,852.0695,1925.802
713,24,193,3,507.0099,760.4094,1623.483
714,24,194,3,456.3089,2199.385,2889.935
715,24,195,3,436.7985,3696.921,3548.274
716,24,196,3,961.0598,5999.995,13739.83
717,24,197,3,961.061,4914.776,6491.447
718,24,198,3,864.9549,4118.623,9627.609
719,24,199,3,783.9808,1034.347,1982.727
720,24,200,3,705.5828,365.6665,565.1701
721,25,171,2,1519.142,4266.687,9149.417
722,25,172,2,1405.207,3421.525,4684.128
723,25,173,2,1299.816,1513.005,2889.142
724,25,174,2,1202.33,759.781,1062.367
725,25,175,2,1112.155,524.8597,962.0319
726,25,176,2,1028.744,619.7024,991.8076
727,25,177,2,951.5878,852.2286,1630.717
728,25,178,2,880.2187,1311.699,2533.598
729,25,179,2,814.2023,1374.857,2390.033
730,25,180,2,753.1371,1685.64,1915.137
731,25,181,2,696.6519,1045.66,2498.465
732,25,182,2,644.403,1503.362,1855.621
733,25,183,2,596.0728,1276.022,1560.781
734,25,184,2,551.3672,1077.282,1875.793
735,25,185,2,510.0147,664.8963,987.4106
736,25,186,2,471.7636,727.8169,1138.164
737,25,187,2,436.3813,616.9757,1261.645
738,25,188,2,403.6527,601.6743,708.4459
739,25,189,2,373.3788,509.1777,689.5632
740,25,190,2,345.3754,137.8778,180.9797
741,25,191,2,319.4722,108.2587,158.9395
742,25,192,2,295.5118,79.30733,106.9588
743,25,193,2,273.3484,189.1662,268.8626
744,25,194,2,252.8473,247.5041,405.8965
745,25,195,2,233.8837,124.2171,192.3427
746,25,196,2,216.3425,406.204,606.8943
747,25,197,2,200.1168,202.4302,457.5782
748,25,198,2,185.108,196.967,289.9803
749,25,199,2,171.2249,42.16367,83.75635
750,25,200,2,158.3831,29.95675,64.44923
751,26,171,5,20.93192,91.81721,163.4959
752,26,172,5,20.90162,108.4809,147.0598
753,26,173,5,26.14051,95.00854,160.1238
754,26,174,5,22.21944,152.5146,213.8288
755,26,175,5,50.19588,182.4592,256.5928
756,26,176,5,42.6665,192.6062,318.5078
757,26,177,5,38.12356,178.8787,304.1674
758,26,178,5,35.15228,33.59179,49.83349
759,26,179,5,29.87944,64.34575,92.79372
760,26,180,5,25.39752,44.68474,44.82888
761,26,181,5,21.58789,75.59505,159.4804
762,26,182,5,18.72922,99.26646,175.5291
763,26,183,5,25.56481,60.8231,95.72826
764,26,184,5,21.73009,47.32966,70.82945
765,26,185,5,18.47058,21.98962,43.11415
766,26,186,5,15.69999,15.77531,27.62264
767,26,187,5,13.34499,12.62478,26.21032
768,26,188,5,11.34324,10.34916,19.50571
769,26,189,5,9.641755,8.709273,10.84921
770,26,190,5,8.195492,19.4214,27.5951
771,26,191,5,6.966168,9.078295,14.39782
772,26,192,5,5.921243,9.070546,13.00329
773,26,193,5,5.033057,13.14587,19.50009
774,26,194,5,4.281226,27.88113,49.16295
775,26,195,5,16.66986,100.9836,145.0439
776,26,196,5,31.71872,212.389,319.7056
777,26,197,5,59.54976,354.9702,754.1349
778,26,198,5,68.90142,132.049,294.5587
779,26,199,5,58.56621,61.11353,69.5132
780,26,200,5,49.78128,35.59469,42.21067
781,27,171,5,17.53458,20.77248,27.95662
782,27,172,5,14.90439,23.34988,38.32923
783,27,173,5,12.66873,10.72232,20.19283
784,27,174,5,10.76842,20.678,32.0094
785,27,175,5,9.153161,11.80551,22.03419
786,27,176,5,7.780187,16.45822,29.59431
787,27,177,5,6.613159,13.72144,28.62342
788,27,178,5,5.621185,22.01607,44.1944
789,27,179,5,7.125694,36.43722,85.0249
790,27,180,5,14.02434,126.2851,177.5451
791,27,181,5,69.42087,267.255,526.4391
792,27,182,5,59.00774,209.3548,229.1029
793,27,183,5,50.15658,74.6196,110.429
794,27,184,5,42.63309,28.30678,46.83956
795,27,185,5,36.23813,28.57821,51.02177
796,27,186,5,30.80241,27.80656,25.09259
797,27,187,5,26.18205,48.15699,49.18953
798,27,188,5,22.25474,59.06692,85.82494
799,27,189,5,18.91653,26.69163,33.43074
800,27,190,5,16.07905,91.47356,158.2552
801,27,191,5,27.02088,82.55174,113.0931
802,27,192,5,22.96775,53.34097,113.6924
803,27,193,5,19.52259,34.12664,44.31302
804,27,194,5,16.5942,41.83365,60.91033
805,27,195,5,14.10507,45.2619,59.98936
806,27,196,5,12.25515,84.09412,94.42459
807,27,197,5,34.37653,125.7908,144.6564
808,27,198,5,29.45353,130.0823,236.3033
809,27,199,5,27.04459,97.50555,87.99948
810,27,200,5,22.9879,64.25187,107.4767
811,28,171,1,288.2839,74.32806,176.2119
812,28,172,1,273.8697,181.1354,354.7631
813,28,173,1,260.1762,96.98306,153.7418
814,28,174,1,247.1674,181.3794,213.9956
815,28,175,1,234.809,432.6153,694.8368
816,28,176,1,235.8484,1712.93,2271.632
817,28,177,1,1519.153,6000.0,13784.18
818,28,178,1,1617.781,6000.0,9587.269
819,28,179,1,2401.33,4264.115,6863.445
820,28,180,1,2281.264,1988.609,2089.631
821,28,181,1,2167.2,1543.751,2335.206
822,28,182,1,2058.841,2075.838,2967.849
823,28,183,1,1955.898,1946.911,3415.107
824,28,184,1,1858.104,1355.815,2299.874
825,28,185,1,1765.198,2071.606,2179.008
826,28,186,1,1676.938,2023.552,3628.193
827,28,187,1,1593.092,2578.869,3672.51
828,28,188,1,1513.437,2324.829,3014.116
829,28,189,1,1437.765,3103.836,5997.123
830,28,190,1,1370.495,1338.173,2047.74
831,28,191,1,1301.97,2613.871,4295.406
832,28,192,1,1240.156,1798.013,3124.93
833,28,193,1,1178.148,2912.831,5325.587
834,28,194,1,1148.603,2743.221,4523.179
835,28,195,1,1118.92,1582.54,2170.206
836,28,196,1,1062.974,1622.624,3223.469
837,28,197,1,1009.825,1834.019,2816.633
838,28,198,1,959.3341,797.2389,1214.842
839,28,199,1,911.3674,1613.074,1815.656
840,28,200,1,866.2657,683.4538,845.952
841,29,171,1,1652.662,1543.227,2353.03
842,29,172,1,1570.029,2322.844,4851.924
843,29,173,1,1491.527,5427.437,9937.812
844,29,174,1,1519.151,3277.89,3626.789
845,29,175,1,1443.194,4122.733,4265.464
846,29,176,1,1398.212,2259.757,2578.046
847,29,177,1,1328.302,1258.247,2171.424
848,29,178,1,1261.886,2052.97,4198.73
849,29,179,1,1198.792,4014.954,10032.89
850,29,180,1,1423.91,2142.744,2390.144
851,29,181,1,1352.714,3569.887,4122.019
852,29,182,1,1299.409,3736.03,6425.305
853,29,183,1,1265.902,2666.834,3775.768
854,29,184,1,1210.655,2666.642,3376.616
855,29,185,1,1164.146,2528.523,5079.42
856,29,186,1,1118.238,1211.149,1513.032
857,29,187,1,1062.326,2793.33,4612.932
858,29,188,1,1048.544,4307.24,8950.778
859,29,189,1,1519.153,2979.26,4740.018
860,29,190,1,1443.195,3563.929,4445.379
861,29,191,1,1377.576,4171.537,9892.815
862,29,192,1,1395.756,2967.678,6215.096
863,29,193,1,1331.739,1724.812,2765.474
864,29,194,1,1265.152,680.5743,823.5449
865,29,195,1,1201.895,279.7769,306.3365
866,29,196,1,1141.8,156.5795,209.1051
867,29,197,1,1084.71,278.1533,639.986
868,29,198,1,1030.474,385.312,810.8896
869,29,199,1,978.9506,538.9829,893.9813
870,29,200,1,930.0031,1004.403,1783.255
871,30,171,3,14.74081,88.77721,162.1965
872,30,172,3,72.68329,266.3194,584.2
873,30,173,3,73.70437,213.1975,551.9442
874,30,174,3,66.90302,58.25604,90.94863
875,30,175,3,60.21272,85.93513,224.7332
876,30,176,3,54.19144,156.2108,224.3871
877,30,177,3,49.73625,78.25766,135.8683
878,30,178,3,44.76263,83.55907,130.9682
879,30,179,3,40.28637,22.10549,31.10892
880,30,180,3,36.25773,24.25648,41.53737
881,30,181,3,32.63195,12.35776,24.45887
882,30,182,3,29.36876,40.736,36.23175
883,30,183,3,26.43188,25.87999,49.81974
884,30,184,3,23.7887,56.32508,64.3657
885,30,185,3,21.94396,57.86718,90.92059
886,30,186,3,22.08976,95.29931,160.5873
887,30,187,3,47.07653,43.76374,64.79906
888,30,188,3,42.36888,70.17236,127.6341
889,30,189,3,38.13199,67.41076,141.0404
890,30,190,3,34.31879,50.44701,61.52353
891,30,191,3,30.88691,16.42886,32.55441
892,30,192,3,27.79822,40.61663,58.86105
893,30,193,3,25.0184,26.78217,42.37041
894,30,194,3,22.51656,48.95074,83.34663
895,30,195,3,20.5538,31.5745,56.65289
896,30,196,3,18.49842,52.46095,95.38957
897,30,197,3,21.30507,58.05141,88.0788
898,30,198,3,22.26411,41.65682,67.10151
899,30,199,3,20.15703,93.52654,182.394
900,30,200,3,51.6495,236.5994,417.0799
901,31,171,2,506.2876,2080.711,2072.805
902,31,172,2,548.9788,1412.295,2941.298
903,31,173,2,509.1918,1216.389,1329.146
904,31,174,2,471.0024,1540.245,2524.288
905,31,175,2,453.3643,481.6131,409.3475
906,31,176,2,419.362,391.4011,564.9991
907,31,177,2,387.9098,453.7595,856.0875
908,31,178,2,358.8166,797.7787,1401.741
909,31,179,2,331.9053,1100.524,1825.9
910,31,180,2,365.452,1089.959,2112.597
911,31,181,2,354.9038,346.9793,629.6714
912,31,182,2,328.2861,643.1211,1132.307
913,31,183,2,303.6646,410.8035,510.9932
914,31,184,2,280.8898,433.55,483.8706
915,31,185,2,259.823,276.7969,325.7574
916,31,186,2,240.3363,176.1965,225.4698
917,31,187,2,222.3111,141.3322,331.6204
918,31,188,2,205.6377,123.8375,230.0616
919,31,189,2,190.2149,137.8848,167.9141
920,31,190,2,175.9488,188.2933,398.3185
921,31,191,2,162.7526,112.2513,183.1828
922,31,192,2,150.5462,179.7129,244.7684
923,31,193,2,139.2552,159.1866,262.9951
924,31,194,2,128.8111,233.0285,465.1864
925,31,195,2,119.1503,187.4167,256.9107
926,31,196,2,110.214,107.2005,227.1257
927,31,197,2,101.9479,73.84115,191.0676
928,31,198,2,94.30184,73.42202,102.1937
929,31,199,2,87.2292,22.56527,30.52484
930,31,200,2,80.68701,18.49039,30.17958
931,32,171,2,951.5916,163.5203,286.3532
932,32,172,2,880.2222,180.7953,413.8486
933,32,173,2,814.2056,363.6826,419.381
934,32,174,2,753.1401,458.4151,723.8665
935,32,175,2,696.6546,668.6864,916.9667
936,32,176,2,644.4055,407.8687,523.5793
937,32,177,2,596.0751,367.9262,608.129
938,32,178,2,551.3694,78.62116,85.18935
939,32,179,2,510.0168,177.2537,253.9751
940,32,180,2,471.7655,225.8401,371.7652
941,32,181,2,436.3831,980.9729,1303.512
942,32,182,2,403.6544,815.9089,1418.388
943,32,183,2,373.3803,275.3455,493.6099
944,32,184,2,345.3768,348.2443,628.9597
945,32,185,2,319.4735,646.1211,1486.017
946,32,186,2,295.513,531.6418,745.0268
947,32,187,2,273.3495,380.4814,670.928
948,32,188,2,252.8483,1044.248,1135.117
949,32,189,2,384.6414,1482.905,2150.474
950,32,190,2,384.6402,396.6218,569.0127
951,32,191,2,355.7922,254.377,511.5186
952,32,192,2,329.1078,529.9255,781.0845
953,32,193,2,304.4247,1291.737,1291.627
954,32,194,2,384.6413,853.6663,1432.377
955,32,195,2,355.7932,679.5029,1250.253
956,32,196,2,329.1087,330.6248,567.9022
957,32,197,2,304.4255,306.006,611.9168
958,32,198,2,281.5936,181.0461,266.3293
959,32,199,2,260.4741,128.4748,162.8258
960,32,200,2,240.9385,56.16745,105.361
961,33,171,5,9.044805,22.90949,51.92866
962,33,172,5,7.688084,48.37646,46.30957
963,33,173,5,21.76189,39.69288,61.75821
964,33,174,5,18.49761,42.11881,84.28017
965,33,175,5,15.72297,28.64746,39.23205
966,33,176,5,13.36452,23.30823,21.99212
967,33,177,5,11.35984,42.00058,89.11032
968,33,178,5,10.76821,22.59197,39.91945
969,33,179,5,9.152978,30.55286,41.60823
970,33,180,5,8.564204,37.74561,55.09288
971,33,181,5,11.83789,85.00449,106.663
972,33,182,5,36.86378,202.5995,294.8213
973,33,183,5,41.66352,122.0276,162.905
974,33,184,5,35.41399,95.73,132.4914
975,33,185,5,30.10189,102.3165,257.7437
976,33,186,5,25.58661,51.62824,107.0138
977,33,187,5,21.74862,92.55683,169.7143
978,33,188,5,20.76459,91.23601,185.5545
979,33,189,5,20.82622,168.255,230.0032
980,33,190,5,70.47107,1016.813,1417.384
981,33,191,5,384.6365,3011.078,4218.169
982,33,192,5,384.6361,1944.764,5124.166
983,33,193,5,326.9407,1593.136,2885.217
984,33,194,5,277.8996,282.0919,244.36
985,33,195,5,236.2147,143.6913,247.1421
986,33,196,5,200.7825,290.5142,811.0583
987,33,197,5,170.6651,149.2041,266.6445
988,33,198,5,145.0653,71.61252,110.8496
989,33,199,5,123.3055,67.82513,77.8628
990,33,200,5,104.8097,48.40728,74.50041
991,34,171,5,58.05827,133.6388,211.0041
992,34,172,5,49.34953,54.04134,90.84157
993,34,173,5,41.9471,64.85088,66.46072
994,34,174,5,35.65503,67.77166,135.3019
995,34,175,5,30.30678,35.10083,46.62637
996,34,176,5,25.76076,30.83121,34.7528
997,34,177,5,21.89665,19.97211,43.38898
998,34,178,5,18.61215,11.92212,19.92515
999,34,179,5,15.82033,8.611814,13.7616
1000,34,180,5,13.44728,6.811425,10.51659
1001,34,181,5,11.43019,5.388585,9.94681
1002,34,182,5,9.715659,2.122903,1.928604
1003,34,183,5,8.25831,5.016087,4.517388
1004,34,184,5,7.019564,11.68291,13.15418
1005,34,185,5,5.966629,16.61237,25.23972
1006,34,186,5,5.096348,13.69649,33.77997
1007,34,187,5,4.362419,10.13315,15.16248
1008,34,188,5,3.708056,4.8437,6.854481
1009,34,189,5,3.151848,5.195856,8.669372
1010,34,190,5,2.679071,8.909656,10.10445
1011,34,191,5,2.874312,11.16157,27.31547
1012,34,192,5,3.665591,8.585696,15.95575
1013,34,193,5,3.144278,9.832415,18.39225
1014,34,194,5,3.032684,9.487392,24.16708
1015,34,195,5,2.94734,6.598918,7.363652
1016,34,196,5,2.535259,5.732511,7.59616
1017,34,197,5,2.160747,5.44336,5.031147
1018,34,198,5,1.964088,7.090252,9.761479
1019,34,199,5,2.775453,6.280742,9.228603
1020,34,200,5,2.387918,5.17779,7.063556
1021,35,171,4,142.6372,270.4211,587.6173
1022,35,172,4,124.8076,63.47356,94.56059
1023,35,173,4,109.2066,132.1879,219.3466
1024,35,174,4,95.55579,229.4719,376.8971
1025,35,175,4,83.61132,352.6528,546.2733
1026,35,176,4,76.08445,204.606,253.1496
1027,35,177,4,66.57389,62.75819,117.4983
1028,35,178,4,58.25216,28.24983,48.83559
1029,35,179,4,50.97064,8.4202,14.54868
1030,35,180,4,44.59931,10.34532,10.11588
1031,35,181,4,39.02439,10.69009,11.73171
1032,35,182,4,34.14634,5.283927,13.18102
1033,35,183,4,29.87805,5.56956,11.12853
1034,35,184,4,26.1433,7.122255,14.90214
1035,35,185,4,22.87538,5.85804,9.781351
1036,35,186,4,20.01596,16.80096,39.75458
1037,35,187,4,17.51397,14.34204,21.48941
1038,35,188,4,15.32472,14.1942,17.80384
1039,35,189,4,13.40913,27.36446,32.40398
1040,35,190,4,11.73299,22.89456,53.37871
1041,35,191,4,10.26637,44.28643,90.40632
1042,35,192,4,19.64058,126.7373,174.542
1043,35,193,4,63.26481,379.1734,363.2115
1044,35,194,4,115.7435,346.617,683.1993
1045,35,195,4,101.2755,125.4865,285.2007
1046,35,196,4,88.6161,156.7942,289.6788
1047,35,197,4,77.53909,119.6056,193.8616
1048,35,198,4,67.8467,55.54621,127.5598
1049,35,199,4,59.36586,81.74347,127.8467
1050,35,200,4,51.94513,70.87321,76.95111
1051,36,171,4,19.38751,50.32569,63.04204
1052,36,172,4,17.25858,18.02931,29.07038
1053,36,173,4,15.10126,27.58726,31.66065
1054,36,174,4,13.2136,7.165632,12.40048
1055,36,175,4,11.5619,5.977914,9.140676
1056,36,176,4,10.11667,4.722486,8.678438
1057,36,177,4,8.852082,5.740644,11.32708
1058,36,178,4,7.745572,5.669428,7.676654
1059,36,179,4,6.777376,6.566291,12.00273
1060,36,180,4,5.930204,12.91481,27.18433
1061,36,181,4,5.228304,7.282317,9.336541
1062,36,182,4,4.574766,5.857066,7.802295
1063,36,183,4,4.00292,8.026084,10.45559
1064,36,184,4,3.534209,7.32748,10.2424
1065,36,185,4,3.146354,3.175666,5.068768
1066,36,186,4,2.75306,4.43,6.579155
1067,36,187,4,2.408927,8.030319,17.01433
1068,36,188,4,4.177352,14.38184,17.50567
1069,36,189,4,5.647215,19.05547,24.26911
1070,36,190,4,6.194935,13.72862,31.20327
1071,36,191,4,5.427473,10.65385,17.03576
1072,36,192,4,4.789882,5.043504,13.45002
1073,36,193,4,4.191147,3.775488,2.718674
1074,36,194,4,3.667254,3.042783,5.383627
1075,36,195,4,3.208847,1.953997,3.169943
1076,36,196,4,2.807741,3.154484,5.707758
1077,36,197,4,2.456774,3.943644,6.815258
1078,36,198,4,2.15099,1.203578,1.002461
1079,36,199,4,1.882116,2.081484,3.982132
1080,36,200,4,1.646852,1.855114,3.134103
1081,37,171,1,100.7631,159.5866,217.1465
1082,37,172,1,109.6103,55.03495,84.68671
1083,37,173,1,104.1298,76.61949,126.9285
1084,37,174,1,98.92329,75.18188,132.0948
1085,37,175,1,93.97713,189.3615,266.526
1086,37,176,1,152.1174,401.8026,690.9832
1087,37,177,1,327.2693,828.1497,1028.166
1088,37,178,1,475.2894,494.0641,487.7186
1089,37,179,1,451.5249,719.2217,1499.84
1090,37,180,1,428.9487,610.4543,922.8009
1091,37,181,1,407.5013,114.228,290.181
1092,37,182,1,387.1262,405.9543,644.5085
1093,37,183,1,367.7699,199.3114,347.7837
1094,37,184,1,349.3814,202.5571,176.1295
1095,37,185,1,331.9123,151.664,252.0238
1096,37,186,1,315.3167,443.5848,474.4301
1097,37,187,1,299.5508,785.2604,1129.523
1098,37,188,1,485.7796,399.9272,983.41
1099,37,189,1,461.4907,277.2178,408.0677
1100,37,190,1,438.4161,267.0529,479.9407
1101,37,191,1,416.4953,135.8083,371.824
1102,37,192,1,395.6706,158.6931,291.8147
1103,37,193,1,375.887,290.3755,663.329
1104,37,194,1,357.0927,355.1497,598.0621
1105,37,195,1,339.238,481.609,516.8617
1106,37,196,1,322.4489,287.8013,561.0145
1107,37,197,1,306.3265,183.9396,210.1101
1108,37,198,1,291.0102,152.7591,216.1236
1109,37,199,1,276.4597,220.7678,199.9908
1110,37,200,1,262.6367,258.3184,249.2387
1111,38,171,4,37.93663,228.3203,444.2801
1112,38,172,4,82.98565,315.4745,575.6458
1113,38,173,4,74.07871,196.2236,325.6598
1114,38,174,4,64.81887,128.2043,201.4017
1115,38,175,4,56.71651,219.6756,360.0597
1116,38,176,4,51.40174,141.3871,234.2574
1117,38,177,4,44.97652,91.84103,72.58846
1118,38,178,4,39.35446,71.53724,130.3085
1119,38,179,4,34.43515,298.8849,354.8365
1120,38,180,4,190.6481,1518.026,3332.164
1121,38,181,4,366.632,1064.125,2200.914
1122,38,182,4,320.803,2652.461,2265.638
1123,38,183,4,412.7454,2081.478,4695.07
1124,38,184,4,361.1522,1420.744,2043.068
1125,38,185,4,316.0082,2379.852,4706.803
1126,38,186,4,384.6373,820.5861,1233.526
1127,38,187,4,336.5576,522.5184,961.1608
1128,38,188,4,294.4879,922.2848,1510.027
1129,38,189,4,257.6769,258.4492,239.3267
1130,38,190,4,225.4673,567.5229,1291.321
1131,38,191,4,197.2839,912.8239,1807.069
1132,38,192,4,179.5516,824.519,1154.14
1133,38,193,4,164.091,1171.491,2053.772
1134,38,194,4,243.3322,1310.69,2150.332
1135,38,195,4,239.0253,1020.627,2081.105
1136,38,196,4,209.642,1302.675,2104.081
1137,38,197,4,243.3326,682.2663,981.7621
1138,38,198,4,212.916,858.9961,1316.625
1139,38,199,4,186.887,544.3916,1055.991
1140,38,200,4,163.5261,505.0023,767.9603
1141,39,171,1,960.9954,4141.839,8961.865
